TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionTime,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AmountBalance,TransactionPreviousDifferenceDays
TX000469,AC00218,346.85,03-11-2023,18:33:00,Debit,Kansas City,D000128,13.149.61.4,M025,ATM,44,Doctor,88,1,7208.15,0.048119143,366.5670718
TX000470,AC00036,71.95,13-02-2023,16:39:00,Credit,Omaha,D000410,162.58.247.55,M100,Online,59,Engineer,53,1,9267.32,0.007763841,629.6434144
TX000471,AC00371,7.5,17-02-2023,16:08:00,Debit,Dallas,D000181,203.197.235.35,M054,Online,63,Retired,36,1,6485.78,0.001156376,625.6684491
TX000472,AC00398,206.46,27-11-2023,18:26:00,Debit,Virginia Beach,D000620,110.150.1.201,M013,ATM,65,Retired,279,1,3984.38,0.051817347,342.5699306
TX000473,AC00213,423.11,25-07-2023,18:41:00,Debit,Columbus,D000113,64.57.44.102,M055,ATM,60,Engineer,47,1,412.78,1.025025437,467.5624537
TX000474,AC00464,35.84,28-03-2023,17:23:00,Credit,Colorado Springs,D000422,35.73.67.98,M013,Online,54,Retired,172,1,4795.65,0.007473439,586.6160069
TX000475,AC00219,88.6,14-02-2023,17:01:00,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,28,Student,105,1,246.57,0.359330008,628.6298958
TX000476,AC00464,1431.3,04-09-2023,18:46:00,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,1058.13,1.352669332,426.5587963
TX000477,AC00442,53.81,16-10-2023,16:55:00,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2,2564.62,0.020981666,384.6363542
TX000478,AC00054,22.46,17-05-2023,16:03:00,Debit,New York,D000602,147.119.62.178,M087,Online,54,Retired,78,1,6631.5,0.003386866,536.6693866
TX000479,AC00392,334.89,20-07-2023,18:23:00,Debit,Fort Worth,D000697,32.13.122.242,M040,Online,21,Student,260,1,1661.68,0.201536999,472.5732755
TX000480,AC00350,319.27,20-07-2023,16:58:00,Credit,Omaha,D000457,214.67.148.245,M068,Online,54,Retired,59,1,5504.01,0.058006799,472.6309028
TX000481,AC00306,144.3,08-12-2023,17:24:00,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1,312.19,0.462218521,331.6152199
TX000482,AC00229,348.7,02-05-2023,17:13:00,Credit,Fresno,D000175,142.184.68.230,M067,Branch,69,Retired,149,1,2445.58,0.142583763,551.6202894
TX000483,AC00148,366.21,12-01-2023,17:57:00,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,62,Doctor,181,1,10862.99,0.033711713,661.5934028
TX000484,AC00305,99.11,01-05-2023,16:58:00,Debit,Philadelphia,D000195,42.219.228.159,M015,Online,55,Retired,12,1,5414.87,0.018303302,552.6325694
TX000485,AC00329,539.35,22-05-2023,17:34:00,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,55,Retired,127,1,3919.44,0.137608944,531.6090162
TX000486,AC00400,188.99,08-06-2023,16:43:00,Debit,Oklahoma City,D000551,200.136.146.93,M065,Branch,58,Engineer,92,1,7315.34,0.025834753,514.6419676
TX000487,AC00148,1416.69,16-01-2023,17:00:00,Debit,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,3740.73,0.378720196,657.6329167
TX000488,AC00128,710.14,08-03-2023,16:20:00,Debit,El Paso,D000667,83.207.115.164,M059,ATM,26,Student,227,1,465.63,1.525116509,606.6608449
TX000489,AC00463,308.68,27-02-2023,17:14:00,Debit,Milwaukee,D000391,86.220.59.252,M064,Online,53,Doctor,170,1,9992.36,0.030891601,615.6222917
TX000490,AC00256,166.68,27-03-2023,18:47:00,Debit,Mesa,D000130,187.52.200.18,M008,ATM,57,Retired,139,1,5141.19,0.03242051,587.5585995
TX000491,AC00166,0.99,13-09-2023,16:55:00,Debit,Los Angeles,D000503,187.199.178.27,M029,ATM,45,Engineer,133,1,4317.85,0.000229281,417.6346991
TX000492,AC00318,505.19,14-03-2023,16:25:00,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,30,Doctor,128,5,5326.68,0.09484144,600.6564236
TX000493,AC00213,66.58,04-12-2023,17:06:00,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1,1636.32,0.040688863,335.6264468
TX000494,AC00075,223.43,08-02-2023,17:59:00,Debit,Dallas,D000095,198.73.211.114,M091,Branch,77,Retired,178,1,7932.41,0.028166724,634.5902315
TX000495,AC00498,659.95,20-09-2023,16:59:00,Debit,Detroit,D000665,94.227.164.192,M044,Online,60,Engineer,114,1,3927.69,0.168024971,410.6296412
TX000496,AC00039,634.86,10-08-2023,16:28:00,Debit,Chicago,D000151,122.94.26.104,M009,ATM,27,Student,45,1,588.5,1.078776551,451.6521412
TX000497,AC00114,286.5,23-10-2023,16:58:00,Credit,Boston,D000602,16.128.130.153,M097,Branch,30,Engineer,60,1,8517.95,0.033634853,377.6327894
TX000498,AC00326,322.96,27-11-2023,16:21:00,Credit,Philadelphia,D000275,135.29.211.116,M033,Branch,76,Retired,168,1,2401.59,0.134477575,342.6597685
TX000499,AC00450,654.48,07-08-2023,16:37:00,Debit,Columbus,D000277,148.112.151.27,M047,Branch,19,Student,114,1,6776.41,0.096582114,454.648044
TX000500,AC00325,157.97,21-06-2023,16:00:00,Debit,Philadelphia,D000635,89.237.88.251,M009,Branch,48,Doctor,140,1,5529.92,0.028566417,501.6730903
TX000501,AC00433,120.9,12-07-2023,16:17:00,Debit,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,9009.42,0.013419288,480.6603241
TX000502,AC00284,254.77,18-01-2023,16:47:00,Debit,Denver,D000216,16.128.130.153,M031,Branch,57,Engineer,57,1,5994.87,0.042498002,655.6386343
TX000503,AC00103,795.96,28-09-2023,17:53:00,Debit,Raleigh,D000283,54.252.249.33,M014,Online,65,Retired,119,1,5468.58,0.145551496,402.5935532
TX000504,AC00080,149.25,10-04-2023,16:38:00,Debit,Omaha,D000604,3.77.114.6,M067,ATM,39,Engineer,142,1,5677.52,0.026287886,573.6450926
TX000505,AC00052,3.42,25-09-2023,16:14:00,Credit,San Antonio,D000484,151.247.130.190,M092,Online,43,Doctor,158,1,14180.21,0.000241181,405.6626505
TX000506,AC00095,68.19,14-03-2023,16:07:00,Credit,Fresno,D000589,134.140.85.231,M026,Online,40,Doctor,189,1,9895.1,0.00689129,600.666875
TX000507,AC00327,493.42,14-06-2023,17:21:00,Debit,Baltimore,D000474,28.149.72.129,M039,Branch,39,Engineer,111,1,2232.84,0.220983143,508.6170023
TX000508,AC00491,37.57,26-04-2023,18:35:00,Debit,El Paso,D000422,173.135.78.201,M048,ATM,57,Retired,42,1,7739.54,0.004854294,557.5649421
TX000509,AC00353,127,15-09-2023,17:09:00,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,431.16,0.294554226,415.6253588
TX000510,AC00266,96.89,16-03-2023,16:02:00,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,59,Retired,53,1,6044.93,0.016028308,598.6729745
TX000511,AC00167,448.33,01-05-2023,16:11:00,Debit,Atlanta,D000452,142.148.226.178,M031,ATM,25,Student,161,1,922.19,0.48615795,552.6651389
TX000512,AC00153,1116.48,18-09-2023,17:44:00,Debit,San Diego,D000633,164.75.163.220,M057,ATM,51,Engineer,55,1,447.53,2.494760128,412.6019097
TX000513,AC00012,8.65,05-06-2023,17:08:00,Debit,Las Vegas,D000309,200.136.146.93,M037,Online,48,Doctor,273,1,10778.35,0.000802535,517.6253009
TX000514,AC00469,65.57,06-04-2023,17:24:00,Debit,Miami,D000649,1.198.76.182,M039,Online,41,Engineer,82,1,7513.79,0.008726621,577.6126157
TX000515,AC00127,539.81,21-02-2023,16:14:00,Debit,San Francisco,D000632,51.196.87.214,M064,Online,46,Engineer,177,1,2051.25,0.263161487,621.6630671
TX000516,AC00480,363.53,18-01-2023,17:03:00,Debit,Kansas City,D000131,134.140.85.231,M068,ATM,63,Retired,142,1,1038.91,0.349914815,655.6298958
TX000517,AC00092,64.9,14-02-2023,16:23:00,Credit,Detroit,D000165,45.246.89.225,M043,Branch,51,Retired,72,1,6854.61,0.009468081,628.6573958
TX000518,AC00122,358.18,10-04-2023,16:44:00,Debit,Boston,D000650,100.198.165.4,M028,ATM,18,Student,157,1,619.86,0.577840157,573.6410417
TX000519,AC00067,167.2,18-01-2023,17:53:00,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,30,Doctor,84,1,11320.83,0.014769235,655.5925347
TX000520,AC00014,121.91,26-06-2023,18:39:00,Debit,Chicago,D000264,135.29.211.116,M015,Branch,60,Doctor,133,1,14510.8,0.008401329,496.5618866
TX000521,AC00098,137.57,11-12-2023,17:26:00,Debit,Louisville,D000218,40.10.25.102,M067,Online,54,Engineer,70,1,5103.67,0.026955113,328.6145833
TX000522,AC00345,534.62,05-12-2023,17:51:00,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,55,Doctor,45,1,13793.53,0.038758751,334.593831
TX000523,AC00360,463.92,13-03-2023,16:41:00,Debit,Mesa,D000533,199.103.32.145,M010,Online,50,Engineer,199,1,2403.39,0.193027349,601.6444676
TX000524,AC00043,320.14,31-01-2023,16:58:00,Debit,Milwaukee,D000141,83.182.211.68,M021,Online,60,Retired,96,1,3075.97,0.104077738,642.6312269
TX000525,AC00295,214.93,15-05-2023,17:02:00,Debit,Albuquerque,D000038,23.255.214.209,M038,Online,28,Student,52,1,7835.4,0.027430635,538.6295833
TX000526,AC00313,660.02,12-10-2023,16:57:00,Debit,Nashville,D000462,77.7.223.184,M053,Branch,20,Student,84,1,414.43,1.592597061,388.6326273
TX000527,AC00173,345.81,26-06-2023,16:10:00,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,40,Engineer,135,1,6116.8,0.056534462,496.6675579
TX000528,AC00364,143.54,16-10-2023,16:06:00,Debit,Philadelphia,D000432,83.207.115.164,M096,ATM,71,Retired,80,1,6067.62,0.023656722,384.6682523
TX000529,AC00339,42.55,31-03-2023,18:57:00,Debit,Seattle,D000034,40.192.99.27,M013,Branch,53,Engineer,29,1,7341.43,0.005795874,583.5509375
TX000530,AC00265,1063.25,17-01-2023,16:48:00,Credit,Omaha,D000029,87.50.72.69,M070,Online,21,Student,128,1,1240.71,0.856968994,656.6385301
TX000531,AC00369,541.79,11-08-2023,16:43:00,Debit,Mesa,D000558,93.169.212.219,M098,ATM,22,Student,125,1,1454.08,0.372599857,450.6442593
TX000532,AC00033,40.57,13-02-2023,17:02:00,Debit,Columbus,D000380,173.252.44.183,M096,Branch,26,Student,63,1,1476.91,0.027469514,629.6278935
TX000533,AC00077,120.24,28-08-2023,16:52:00,Debit,Milwaukee,D000570,49.29.37.185,M087,Branch,18,Student,131,2,1943.13,0.061879545,433.636088
TX000534,AC00437,498.67,05-12-2023,16:19:00,Debit,Miami,D000690,89.6.100.149,M036,Online,28,Student,244,1,1719.97,0.289929476,334.6590394
TX000535,AC00152,227.22,27-03-2023,18:52:00,Debit,El Paso,D000350,197.187.216.106,M074,ATM,53,Doctor,220,1,832.82,0.272832065,587.555463
TX000536,AC00161,1182.86,11-12-2023,16:06:00,Debit,Tucson,D000673,96.24.89.146,M050,Online,30,Engineer,34,1,7696.16,0.15369483,328.6681366
TX000537,AC00125,56.94,11-12-2023,16:52:00,Credit,Charlotte,D000542,69.82.61.135,M043,Online,76,Retired,74,1,7004.63,0.008128909,328.6353588
TX000538,AC00311,629.82,17-07-2023,16:22:00,Debit,Colorado Springs,D000198,17.87.7.140,M056,ATM,68,Retired,159,1,6385.69,0.098629905,475.6594444
TX000539,AC00183,59.44,13-06-2023,17:52:00,Debit,Chicago,D000479,64.15.0.66,M002,Online,35,Engineer,176,1,5472.03,0.010862514,509.5928009
TX000540,AC00407,186.69,29-12-2023,16:38:00,Debit,New York,D000546,162.151.179.167,M015,Branch,30,Engineer,54,1,8602.22,0.021702537,310.6457292
TX000541,AC00093,230.46,25-04-2023,17:33:00,Debit,Mesa,D000401,59.132.247.252,M003,Online,19,Student,179,1,162.53,1.417953609,558.6079051
TX000542,AC00314,65.09,28-02-2023,17:58:00,Credit,Seattle,D000434,144.91.150.133,M066,Online,44,Engineer,159,1,9370.9,0.006945971,614.5914236
TX000543,AC00467,457.09,25-05-2023,16:52:00,Credit,Nashville,D000278,21.97.154.92,M033,Online,55,Engineer,63,1,8570.82,0.053330953,528.6359722
TX000544,AC00316,552.02,30-11-2023,16:51:00,Credit,Chicago,D000061,156.173.170.140,M048,ATM,44,Engineer,100,1,522.08,1.057347533,339.6372569
TX000545,AC00145,377.12,14-08-2023,17:12:00,Debit,Houston,D000321,112.56.160.202,M049,ATM,34,Engineer,61,1,836.67,0.45073924,447.624456
TX000546,AC00045,204.56,11-09-2023,17:51:00,Credit,San Diego,D000094,44.197.126.59,M013,Branch,18,Student,179,1,364.72,0.560868612,419.5966319
TX000547,AC00005,420.28,17-05-2023,17:28:00,Debit,Washington,D000677,110.150.1.201,M002,Branch,35,Doctor,144,1,8557.32,0.049113508,536.6115278
TX000548,AC00456,97.09,10-04-2023,18:26:00,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,24,Student,202,4,1579.57,0.061466095,573.5691782
TX000549,AC00041,124.59,05-05-2023,17:32:00,Debit,Charlotte,D000037,85.239.236.80,M025,Branch,27,Student,171,1,129.29,0.963647614,548.6090625
TX000550,AC00257,73.88,02-01-2023,16:27:00,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1,6474.41,0.011411078,671.6540625
TX000551,AC00356,77.43,19-01-2023,16:11:00,Debit,Raleigh,D000403,100.137.90.188,M047,Online,21,Student,169,1,1380.21,0.056100159,654.6634375
TX000552,AC00465,106.16,14-04-2023,17:21:00,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,56,Doctor,277,4,7487.79,0.014177748,569.6160069
TX000553,AC00158,245.93,06-06-2023,18:53:00,Debit,Fresno,D000096,219.98.242.240,M054,Branch,54,Engineer,172,1,7986.63,0.030792712,516.5544329
TX000554,AC00086,622.41,11-12-2023,16:57:00,Debit,Indianapolis,D000680,134.222.122.238,M100,ATM,64,Doctor,125,1,7322.01,0.085005347,328.6320255
TX000555,AC00322,43.73,03-04-2023,16:43:00,Debit,Omaha,D000631,194.88.79.54,M011,ATM,34,Doctor,145,1,9929.43,0.00440408,580.6437963
TX000556,AC00433,1282.86,15-05-2023,16:52:00,Debit,Austin,D000388,62.251.170.72,M070,Branch,19,Student,68,1,1830.98,0.700641187,538.6353241
TX000557,AC00083,2.03,01-01-2024,16:07:00,Credit,Detroit,D000271,112.86.148.212,M012,ATM,33,Engineer,28,1,3012.31,0.000673901,307.6678819
TX000558,AC00402,770.65,05-07-2023,17:49:00,Debit,Jacksonville,D000119,161.161.26.115,M016,Online,31,Doctor,137,1,7198.8,0.107052564,487.5969329
TX000559,AC00317,260.31,28-02-2023,16:46:00,Debit,Austin,D000404,195.226.203.234,M065,Branch,63,Doctor,113,1,10980.38,0.02370683,614.6424537
TX000560,AC00030,356.1,25-10-2023,16:13:00,Credit,Fort Worth,D000441,167.164.55.0,M043,Branch,26,Student,187,1,868.35,0.410088098,375.6648495
TX000561,AC00114,27.07,06-03-2023,17:39:00,Credit,Virginia Beach,D000046,52.169.116.164,M004,Branch,80,Retired,39,1,3773.29,0.007174111,608.6048148
TX000562,AC00301,119.89,19-12-2023,17:11:00,Debit,Tucson,D000013,166.79.195.157,M004,ATM,67,Doctor,60,1,6697.77,0.017899988,320.6232755
TX000563,AC00216,106.39,13-02-2023,18:42:00,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,37,Doctor,281,1,9410.99,0.011304868,629.5613773
TX000564,AC00223,12.04,15-11-2023,16:08:00,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,37,Engineer,58,1,6213.32,0.001937772,354.6663542
TX000565,AC00413,365.7,27-01-2023,16:35:00,Debit,Houston,D000051,81.248.235.147,M045,Branch,21,Student,115,2,368.78,0.991648137,646.6490394
TX000566,AC00086,29.38,15-02-2023,16:30:00,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,28,Student,63,1,1663.31,0.017663574,627.6534606
TX000567,AC00216,319.85,26-07-2023,16:44:00,Debit,Denver,D000589,219.31.152.129,M083,ATM,60,Doctor,148,1,711.66,0.449442149,466.6412384
TX000568,AC00240,350.14,24-03-2023,18:50:00,Credit,Los Angeles,D000182,161.168.126.136,M048,Online,75,Retired,38,1,2403.25,0.145694372,590.5541435
TX000569,AC00298,163.94,03-08-2023,18:49:00,Credit,Virginia Beach,D000352,154.48.233.165,M041,Branch,52,Retired,73,1,5957.37,0.027518855,458.5557176
TX000570,AC00460,170.53,06-02-2023,18:59:00,Debit,Oklahoma City,D000140,158.135.64.240,M089,Branch,24,Student,58,1,801.01,0.212893722,636.548669
TX000571,AC00424,262.22,13-07-2023,17:48:00,Credit,Baltimore,D000006,177.116.108.246,M080,ATM,40,Engineer,136,1,5711.71,0.045909194,479.5998611
TX000572,AC00434,41.49,24-04-2023,16:47:00,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,24,Student,13,1,928.33,0.044693159,559.6421644
TX000573,AC00471,121.43,21-03-2023,16:20:00,Credit,Sacramento,D000244,171.101.134.74,M062,Branch,52,Engineer,243,1,7365.28,0.016486814,593.657581
TX000574,AC00461,350.46,08-12-2023,16:16:00,Debit,Nashville,D000079,152.234.65.155,M023,Branch,51,Retired,165,1,5839.38,0.060016646,331.6600694
TX000575,AC00188,220.41,04-09-2023,16:42:00,Credit,El Paso,D000574,133.223.159.151,M059,Online,26,Engineer,155,1,5116.98,0.043074235,426.6439236
TX000576,AC00013,33.46,20-02-2023,16:52:00,Debit,Seattle,D000617,189.248.139.91,M003,ATM,72,Retired,111,1,3641.07,0.009189606,622.6369097
TX000577,AC00345,104.79,07-08-2023,16:06:00,Debit,Denver,D000531,80.247.6.83,M039,ATM,70,Doctor,223,1,1352.19,0.077496506,454.6691551
TX000578,AC00013,246.27,27-12-2023,16:48:00,Debit,Fresno,D000102,144.91.150.133,M058,Online,29,Doctor,141,1,7299.86,0.033736263,312.6405903
TX000579,AC00296,48.85,08-12-2023,16:45:00,Debit,Dallas,D000645,68.254.244.208,M049,ATM,19,Student,176,1,1503.56,0.032489558,331.6403125
TX000580,AC00192,332,27-04-2023,16:27:00,Debit,Charlotte,D000101,197.23.128.119,M038,ATM,69,Retired,17,1,5943.13,0.05586282,556.652338
TX000581,AC00378,118.1,31-10-2023,16:49:00,Debit,Memphis,D000023,110.243.14.36,M071,Online,54,Engineer,167,1,895.66,0.131858071,369.6389005
TX000582,AC00205,84.59,19-04-2023,16:54:00,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,67,Doctor,10,1,5669.1,0.01492124,564.6336343
TX000583,AC00475,295.64,14-12-2023,17:31:00,Debit,Jacksonville,D000225,170.225.23.251,M021,Online,21,Student,82,1,1061.96,0.2783909,325.6106829
TX000584,AC00022,514.33,02-06-2023,16:27:00,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,25,Student,160,1,1592.94,0.322880962,520.6563542
TX000585,AC00150,992.17,27-02-2023,18:23:00,Debit,San Antonio,D000205,90.111.245.138,M007,ATM,43,Doctor,169,1,6215.96,0.159616535,615.575787
TX000586,AC00362,94.59,01-12-2023,17:04:00,Debit,Washington,D000270,47.82.77.181,M085,Online,39,Doctor,34,1,6171.89,0.015325937,338.6295949
TX000587,AC00170,80.43,04-01-2023,16:09:00,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59,Retired,157,1,5987.67,0.013432604,669.6656829
TX000588,AC00429,54.25,31-07-2023,16:51:00,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,68,Doctor,37,1,14783.33,0.003669674,461.6368403
TX000589,AC00418,178.88,19-06-2023,17:31:00,Credit,Dallas,D000101,38.210.156.148,M026,Branch,76,Retired,93,4,4708.29,0.037992562,503.6118287
TX000590,AC00144,518.85,23-10-2023,18:37:00,Debit,Kansas City,D000100,73.54.203.165,M038,Online,22,Student,82,1,1806,0.287292359,377.5616898
TX000591,AC00449,10.65,24-04-2023,16:24:00,Debit,Louisville,D000484,38.166.40.246,M081,Online,54,Doctor,161,1,13240.72,0.000804337,559.6566204
TX000592,AC00057,198.62,15-05-2023,16:19:00,Credit,Tucson,D000378,97.4.209.133,M079,Branch,27,Student,84,1,1196.07,0.166060515,538.6579167
TX000593,AC00426,107.03,06-03-2023,18:27:00,Debit,Miami,D000628,221.23.158.87,M038,Branch,27,Student,73,1,1408.07,0.076011846,608.5729167
TX000594,AC00039,139.57,17-11-2023,17:59:00,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,19,Student,263,3,271.78,0.513540364,352.5890278
TX000595,AC00051,312.47,02-05-2023,17:24:00,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,9419.27,0.033173484,551.6136458
TX000596,AC00471,346.11,04-01-2023,17:00:00,Debit,Dallas,D000362,130.92.201.49,M007,Branch,41,Engineer,213,1,9551.64,0.036235662,669.6303935
TX000597,AC00039,138.06,25-07-2023,17:21:00,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,44,Engineer,159,1,1070.47,0.128971386,467.6145718
TX000598,AC00274,158.02,20-09-2023,17:09:00,Debit,New York,D000032,60.153.124.80,M026,ATM,49,Engineer,120,1,9374.24,0.016856833,410.6254977
TX000599,AC00095,830.01,21-07-2023,16:43:00,Credit,Chicago,D000559,5.252.94.135,M071,Online,66,Retired,96,1,4253.18,0.195150452,471.6440741
TX000600,AC00211,435.5,15-05-2023,18:41:00,Debit,Oklahoma City,D000461,10.191.172.154,M008,ATM,55,Retired,112,1,6981.03,0.062383345,538.5615162
TX000601,AC00184,110.49,31-10-2023,17:06:00,Debit,Raleigh,D000449,187.52.200.18,M068,Online,57,Doctor,48,1,10483.93,0.010538987,369.6288542
TX000602,AC00436,329.4,25-12-2023,16:30:00,Debit,Denver,D000692,104.155.121.252,M017,Online,34,Doctor,68,1,9588.07,0.034355193,314.6512269
TX000603,AC00107,635.4,19-09-2023,16:55:00,Debit,Denver,D000002,215.97.143.157,M018,ATM,47,Doctor,106,1,1238.11,0.513201573,411.6366319
TX000604,AC00203,769.97,16-02-2023,18:56:00,Debit,San Diego,D000393,24.129.74.189,M058,Branch,22,Student,23,1,1244.93,0.618484573,626.5507755
TX000605,AC00398,175.07,04-09-2023,17:46:00,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,26,Student,169,1,1040.25,0.168296083,426.5985532
TX000606,AC00312,7.31,26-06-2023,16:04:00,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,78,Retired,282,1,5757.67,0.001269611,496.6687963
TX000607,AC00225,175.15,09-11-2023,17:02:00,Debit,Detroit,D000367,16.51.235.240,M090,ATM,27,Student,32,1,1712.65,0.102268414,360.6299074
TX000608,AC00150,32.54,04-07-2023,16:25:00,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,0.021063125,488.6537731
TX000609,AC00413,121.82,08-09-2023,18:24:00,Debit,Dallas,D000542,40.198.240.246,M032,Online,60,Doctor,119,1,13293.83,0.00916365,422.5744907
TX000610,AC00479,56.12,13-09-2023,18:49:00,Debit,El Paso,D000431,11.167.243.171,M049,ATM,30,Doctor,102,1,8839.67,0.006348653,417.5552662
TX000611,AC00078,424.7,30-01-2023,17:37:00,Credit,Miami,D000066,56.116.189.0,M032,Online,56,Retired,178,1,6239.89,0.068062097,643.6049884
TX000612,AC00242,35.16,25-10-2023,17:50:00,Debit,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,0.004156431,375.5973495
TX000613,AC00149,35.73,12-06-2023,16:48:00,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1,9073.17,0.003937984,510.6410417
TX000614,AC00084,3.44,19-01-2023,17:24:00,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,78,Retired,108,1,7561.33,0.000454946,654.6165509
TX000615,AC00466,1342.25,28-04-2023,18:11:00,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,21,Student,235,1,694.03,1.933994208,555.5806134
TX000616,AC00359,139.03,30-08-2023,18:00:00,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,50,Engineer,81,1,2276.57,0.061069943,431.5912037
TX000617,AC00023,254.92,18-09-2023,16:04:00,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,28,Engineer,169,1,2791.12,0.091332512,412.6688889
TX000618,AC00366,115.11,05-05-2023,17:34:00,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1,9808.97,0.011735177,548.608287
TX000619,AC00170,171.11,15-05-2023,16:52:00,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,57,Retired,171,1,6324.09,0.027056857,538.6362963
TX000620,AC00130,168.54,02-02-2023,16:13:00,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2,13406,0.012571983,640.663206
TX000621,AC00183,420.76,23-02-2023,16:04:00,Debit,Miami,D000329,76.0.164.168,M054,Branch,51,Retired,76,1,6581.55,0.063930229,619.6694792
TX000622,AC00219,408.46,01-03-2023,16:17:00,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,64,Retired,28,1,3140.79,0.130050083,613.6601157
TX000623,AC00354,1162.42,23-08-2023,16:35:00,Credit,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,0.112232386,438.6482292
TX000624,AC00290,342.17,14-12-2023,16:09:00,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,461.83,0.740900331,325.6658565
TX000625,AC00425,580.71,20-09-2023,16:37:00,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670,0.102417989,410.6479861
TX000626,AC00370,821.54,22-08-2023,18:11:00,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32,0.203335379,439.5838079
TX000627,AC00454,253.47,14-06-2023,17:07:00,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1,220.51,1.149471679,508.6257407
TX000628,AC00403,22.81,29-05-2023,17:53:00,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76,0.006275518,524.5937037
TX000629,AC00358,266.57,03-07-2023,17:56:00,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,0.037124259,489.5904051
TX000630,AC00296,374.61,29-08-2023,18:30:00,Credit,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71,0.269559836,432.57
TX000631,AC00393,339.35,03-02-2023,16:08:00,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,0.06783337,639.6663194
TX000632,AC00223,810.36,17-01-2023,16:59:00,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,0.087709652,656.6307407
TX000633,AC00487,9.83,24-07-2023,17:04:00,Debit,Memphis,D000054,210.98.198.143,M004,ATM,24,Student,86,1,666.42,0.014750458,468.6283102
TX000634,AC00215,135.57,14-06-2023,17:17:00,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,0.011942768,508.6209491
TX000635,AC00275,340.05,27-10-2023,17:26:00,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,0.047006214,373.6116898
TX000636,AC00482,283.45,17-10-2023,17:24:00,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,0.13830135,383.6139352
